exposure	metabolite	nsnp	b	se	pval	direction	UKB_label	UKB_name	UKB_name2	UKB_unit	UKB_class	UKB_subclass	UKB_subclass_unit	UKB_derived
WHRadjBMI	mvldlfcpct	272	-0.284910152219428	0.0304298452357767	7.76124901816814e-21	-	mvldlfcpct	M_VLDL_FC_pct	Free cholesterol to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHRadjBMI	xlhdlfcpct	272	0.3548754607599	0.0290090218849391	2.0643371043684e-34	+	xlhdlfcpct	XL_HDL_FC_pct	Free cholesterol to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHRadjBMI	pufa	272	0.13074120436456	0.0291951336409423	7.52804126341059e-06	+	pufa	PUFA	Polyunsaturated fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHRadjBMI	omega3	272	0.152738361335004	0.0272002656142422	1.96191887320844e-08	+	omega3	Omega_3	Omega-3 fatty acids	mmol/l	Fatty acids	Fatty acids		no
WHRadjBMI	ldlp	272	0.149200437236173	0.0278424542963599	8.38049607308131e-08	+	ldlp	LDL_P	Concentration of LDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHRadjBMI	shdltgpct	272	0.420417255613652	0.0343736459236242	2.12827008668718e-34	+	shdltgpct	S_HDL_TG_pct	Triglycerides to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHRadjBMI	mhdlpl	272	-0.114620458297536	0.0276973029637595	3.49849631528006e-05	-	mhdlpl	M_HDL_PL	Phospholipids in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	xxlvldltg	272	0.347694139299031	0.0313136582849907	1.20499211810241e-28	+	xxlvldltg	XXL_VLDL_TG	Triglycerides in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	lvldlcpct	272	-0.149980081404471	0.0261458587926009	9.67761161395594e-09	-	lvldlcpct	L_VLDL_C_pct	Cholesterol to total lipids ratio in large VLDL	%	Relative lipoprotein lipid concentrations	Large VLDL ratios		yes
WHRadjBMI	xxlvldlce	272	0.392405203217535	0.0326062122521686	2.33548831949588e-33	+	xxlvldlce	XXL_VLDL_CE	Cholesteryl esters in chylomicrons and extremely large VLDL	mmol/l	Lipoprotein subclasses	Chylomicrons and extremely large VLDL	particle diameters from 75 nm upwards	no
WHRadjBMI	apoa1	272	-0.192749664615006	0.028833951808396	2.31214846464253e-11	-	apoa1	ApoA1	Apolipoprotein A1	g/l	Apolipoproteins	Apolipoproteins		no
WHRadjBMI	svldlcpct	272	-0.217797222583093	0.0313403912466874	3.66817523661519e-12	-	svldlcpct	S_VLDL_C_pct	Cholesterol to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHRadjBMI	hdll	272	-0.257036339675287	0.0295580591348182	3.43844034589393e-18	-	hdll	HDL_L	Total lipids in HDL	mmol/l	Total lipids	Total lipids		no
WHRadjBMI	shdltg	272	0.438129884897402	0.0343236843627683	2.58302588177899e-37	+	shdltg	S_HDL_TG	Triglycerides in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
WHRadjBMI	lapct	272	-0.231954047836734	0.0260608512590994	5.56064077342703e-19	-	lapct	LA_pct	Ratio of linoleic acid to total fatty acids	%	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	xlvldlplpct	272	0.102332083670624	0.0271440812408285	0.000163274119574715	+	xlvldlplpct	XL_VLDL_PL_pct	Phospholipids to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHRadjBMI	lldlcpct	272	-0.229258846159358	0.0265865020258514	6.51487899958726e-18	-	lldlcpct	L_LDL_C_pct	Cholesterol to total lipids ratio in large LDL	%	Relative lipoprotein lipid concentrations	Large LDL ratios		yes
WHRadjBMI	xsvldlcepct	272	-0.327401188417488	0.0330970417793699	4.50213401368869e-23	-	xsvldlcepct	XS_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHRadjBMI	totall	272	0.136094937812072	0.0272225929016218	5.75275406733421e-07	+	totall	Total_L	Total lipids in lipoprotein particles	mmol/l	Total lipids	Total lipids		no
WHRadjBMI	mvldlcepct	272	-0.374105176558878	0.0323147650649848	5.39550618603453e-31	-	mvldlcepct	M_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in medium VLDL	%	Relative lipoprotein lipid concentrations	Medium VLDL ratios		yes
WHRadjBMI	lhdlc	272	-0.426968233724773	0.0320835767875063	2.07975212161831e-40	-	lhdlc	L_HDL_C	Cholesterol in large HDL	mmol/l	Lipoprotein subclasses	Large HDL	average diameter 12.1 nm	no
WHRadjBMI	xlhdlplpct	272	-0.375381424525672	0.028803412449123	7.99100327581402e-39	-	xlhdlplpct	XL_HDL_PL_pct	Phospholipids to total lipids ratio in very large HDL	%	Relative lipoprotein lipid concentrations	Very large HDL ratios		yes
WHRadjBMI	mhdll	272	-0.15327325625422	0.0282843705638229	5.99303293209919e-08	-	mhdll	M_HDL_L	Total lipids in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	vldlsize	272	0.429232518063951	0.0326962450491392	2.27936447278037e-39	+	vldlsize	VLDL_size	Average diameter for VLDL particles	nm	Lipoprotein particle sizes	Lipoprotein particle sizes		no
WHRadjBMI	hdltg	272	0.312226912840102	0.0311317219609699	1.13408039265459e-23	+	hdltg	HDL_TG	Triglycerides in HDL	mmol/l	Triglycerides	Triglycerides		no
WHRadjBMI	sphingomyelins	272	-0.111518732457631	0.0257009603264323	1.43075127306289e-05	-	sphingomyelins	Sphingomyelins	Sphingomyelins	mmol/l	Other lipids	Other lipids		no
WHRadjBMI	svldlcepct	272	-0.112239388112085	0.0293557668085154	0.000131613995473635	-	svldlcepct	S_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in small VLDL	%	Relative lipoprotein lipid concentrations	Small VLDL ratios		yes
WHRadjBMI	xlvldlcepct	272	-0.326757126472271	0.0307146603972869	1.97333954115746e-26	-	xlvldlcepct	XL_VLDL_CE_pct	Cholesteryl esters to total lipids ratio in very large VLDL	%	Relative lipoprotein lipid concentrations	Very large VLDL ratios		yes
WHRadjBMI	lvldlp	272	0.418880317357651	0.0335242449527396	7.96491985396319e-36	+	lvldlp	L_VLDL_P	Concentration of large VLDL particles	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	xlvldlce	272	0.368365933948448	0.0320333208968151	1.32741297058228e-30	+	xlvldlce	XL_VLDL_CE	Cholesteryl esters in very large VLDL	mmol/l	Lipoprotein subclasses	Very large VLDL	average diameter 64 nm	no
WHRadjBMI	lhdlcpct	272	-0.427847577731482	0.0321723477181582	2.35804305614336e-40	-	lhdlcpct	L_HDL_C_pct	Cholesterol to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHRadjBMI	xlhdlp	272	-0.370086732610301	0.029731670998742	1.4418762357214e-35	-	xlhdlp	XL_HDL_P	Concentration of very large HDL particles	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	lhdlcepct	272	-0.406398245506103	0.0315500777919177	5.75445326435736e-38	-	lhdlcepct	L_HDL_CE_pct	Cholesteryl esters to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHRadjBMI	shdlplpct	272	-0.127849608594595	0.0274503390446498	3.20091986883763e-06	-	shdlplpct	S_HDL_PL_pct	Phospholipids to total lipids ratio in small HDL	%	Relative lipoprotein lipid concentrations	Small HDL ratios		yes
WHRadjBMI	lhdlfcpct	272	-0.317919416768458	0.0292290027522495	1.48613477274344e-27	-	lhdlfcpct	L_HDL_FC_pct	Free cholesterol to total lipids ratio in large HDL	%	Relative lipoprotein lipid concentrations	Large HDL ratios		yes
WHRadjBMI	hdlp	272	-0.118607623771523	0.0272891069304876	1.38430559994649e-05	-	hdlp	HDL_P	Concentration of HDL particles	mmol/l	Lipoprotein particle concentrations	Lipoprotein particle concentrations		no
WHRadjBMI	leu	272	0.167856754719721	0.0233720270182855	6.87235135573847e-13	+	leu	Leu	Leucine	mmol/l	Amino acids	Branched-chain amino acids		no
WHRadjBMI	ile	272	0.143136060645789	0.0227512991510245	3.14745828494024e-10	+	ile	Ile	Isoleucine	mmol/l	Amino acids	Branched-chain amino acids		no
WHRadjBMI	mldltgpct	272	0.150741980225074	0.0273751774732824	3.6599503701051e-08	+	mldltgpct	M_LDL_TG_pct	Triglycerides to total lipids ratio in medium LDL	%	Relative lipoprotein lipid concentrations	Medium LDL ratios		yes
WHRadjBMI	xsvldltgpct	272	0.33117806242829	0.0335666665125965	5.82874112237074e-23	+	xsvldltgpct	XS_VLDL_TG_pct	Triglycerides to total lipids ratio in very small VLDL	%	Relative lipoprotein lipid concentrations	Very small VLDL ratios		yes
WHRadjBMI	mhdlfc	272	-0.213446356135204	0.0287582736861465	1.15290646870871e-13	-	mhdlfc	M_HDL_FC	Free cholesterol in medium HDL	mmol/l	Lipoprotein subclasses	Medium HDL	average diameter 10.9 nm	no
WHRadjBMI	lvldll	272	0.415818231448541	0.0330400135058561	2.54398983350614e-36	+	lvldll	L_VLDL_L	Total lipids in large VLDL	mmol/l	Lipoprotein subclasses	Large VLDL	average diameter 53.6 nm	no
WHRadjBMI	xsvldltg	272	0.332566972196614	0.0333763618995359	2.18743736580397e-23	+	xsvldltg	XS_VLDL_TG	Triglycerides in very small VLDL	mmol/l	Lipoprotein subclasses	Very small VLDL	average diameter 31.3 nm	no
WHRadjBMI	xlhdlc	272	-0.418207435818595	0.0310571889346352	2.48877502678807e-41	-	xlhdlc	XL_HDL_C	Cholesterol in very large HDL	mmol/l	Lipoprotein subclasses	Very large HDL	average diameter 14.3 nm	no
WHRadjBMI	mldll	272	0.201438823915466	0.0274988895997205	2.38286803828016e-13	+	mldll	M_LDL_L	Total lipids in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	mldlpl	272	0.183998226045934	0.0278102942818154	3.68571447201435e-11	+	mldlpl	M_LDL_PL	Phospholipids in medium LDL	mmol/l	Lipoprotein subclasses	Medium LDL	average diameter 23 nm	no
WHRadjBMI	sldlp	272	0.191494681126422	0.0285758096423638	2.06592844423038e-11	+	sldlp	S_LDL_P	Concentration of small LDL particles	mmol/l	Lipoprotein subclasses	Small LDL	average diameter 18.7 nm	no
WHRadjBMI	pufabymufa	272	-0.297134521147962	0.0288150259607773	6.23288778542932e-25	-	pufabymufa	PUFA_by_MUFA	Ratio of polyunsaturated fatty acids to monounsaturated fatty acids	ratio	Fatty acids	Fatty acid ratios		yes
WHRadjBMI	nonhdlc	272	0.119096264882555	0.0268243048004205	9.00157493194795e-06	+	nonhdlc	non_HDL_C	Total cholesterol minus HDL-C	mmol/l	Cholesterol	Cholesterol		no
WHRadjBMI	shdlce	272	0.12660809910392	0.0238507288161048	1.1061996164195e-07	+	shdlce	S_HDL_CE	Cholesteryl esters in small HDL	mmol/l	Lipoprotein subclasses	Small HDL	average diameter 8.7 nm	no
